O*NET-SOC_Code,Title,Element_ID,Element_Name,Data_Value
19-1042.00,"Medical Scientists, Except Epidemiologists",1.C.5.b,Attention to Detail,4.28
19-1042.00,"Medical Scientists, Except Epidemiologists",1.C.5.c,Integrity,4.36
19-1042.00,"Medical Scientists, Except Epidemiologists",1.C.6,Independence,3.87
19-1042.00,"Medical Scientists, Except Epidemiologists",1.C.7.a,Innovation,4.44
19-1042.00,"Medical Scientists, Except Epidemiologists",1.C.7.b,Analytical Thinking,4.53
19-2011.00,Astronomers,1.C.1.a,Achievement/Effort,4.59
19-2011.00,Astronomers,1.C.1.b,Persistence,4.5
19-2011.00,Astronomers,1.C.1.c,Initiative,4.77
19-2011.00,Astronomers,1.C.2.b,Leadership,3.5
19-2011.00,Astronomers,1.C.3.a,Cooperation,3.68
19-2011.00,Astronomers,1.C.3.b,Concern for Others,2.68
19-2011.00,Astronomers,1.C.3.c,Social Orientation,2.41
19-2011.00,Astronomers,1.C.4.a,Self Control,3
19-2011.00,Astronomers,1.C.4.b,Stress Tolerance,3.82
19-2011.00,Astronomers,1.C.4.c,Adaptability/Flexibility,3.9
19-2011.00,Astronomers,1.C.5.a,Dependability,3.77
19-2011.00,Astronomers,1.C.5.b,Attention to Detail,4.55
19-2011.00,Astronomers,1.C.5.c,Integrity,4.59
19-2011.00,Astronomers,1.C.6,Independence,4.45
19-2011.00,Astronomers,1.C.7.a,Innovation,4.32
19-2011.00,Astronomers,1.C.7.b,Analytical Thinking,4.91
19-2012.00,Physicists,1.C.1.a,Achievement/Effort,4.49
19-2012.00,Physicists,1.C.1.b,Persistence,4.09
19-2012.00,Physicists,1.C.1.c,Initiative,4.38
19-2012.00,Physicists,1.C.2.b,Leadership,3.53
19-2012.00,Physicists,1.C.3.a,Cooperation,3.59
19-2012.00,Physicists,1.C.3.b,Concern for Others,2.67
19-2012.00,Physicists,1.C.3.c,Social Orientation,2.27
19-2012.00,Physicists,1.C.4.a,Self Control,3.07
19-2012.00,Physicists,1.C.4.b,Stress Tolerance,3.46
19-2012.00,Physicists,1.C.4.c,Adaptability/Flexibility,3.44
19-2012.00,Physicists,1.C.5.a,Dependability,3.79
19-2012.00,Physicists,1.C.5.b,Attention to Detail,4.33
19-2012.00,Physicists,1.C.5.c,Integrity,4.18
19-2012.00,Physicists,1.C.6,Independence,4.1
19-2012.00,Physicists,1.C.7.a,Innovation,4.5
19-2012.00,Physicists,1.C.7.b,Analytical Thinking,4.47
19-2021.00,Atmospheric and Space Scientists,1.C.1.a,Achievement/Effort,4
19-2021.00,Atmospheric and Space Scientists,1.C.1.b,Persistence,4
19-2021.00,Atmospheric and Space Scientists,1.C.1.c,Initiative,3.95
19-2021.00,Atmospheric and Space Scientists,1.C.2.b,Leadership,3.4
19-2021.00,Atmospheric and Space Scientists,1.C.3.a,Cooperation,3.95
19-2021.00,Atmospheric and Space Scientists,1.C.3.b,Concern for Others,3.05
19-2021.00,Atmospheric and Space Scientists,1.C.3.c,Social Orientation,2.6
19-2021.00,Atmospheric and Space Scientists,1.C.4.a,Self Control,3.65
19-2021.00,Atmospheric and Space Scientists,1.C.4.b,Stress Tolerance,4.4
19-2021.00,Atmospheric and Space Scientists,1.C.4.c,Adaptability/Flexibility,4.1
19-2021.00,Atmospheric and Space Scientists,1.C.5.a,Dependability,4.6
19-2021.00,Atmospheric and Space Scientists,1.C.5.b,Attention to Detail,4.5
19-2021.00,Atmospheric and Space Scientists,1.C.5.c,Integrity,4
19-2021.00,Atmospheric and Space Scientists,1.C.6,Independence,3.65
19-2021.00,Atmospheric and Space Scientists,1.C.7.a,Innovation,3.6
19-2021.00,Atmospheric and Space Scientists,1.C.7.b,Analytical Thinking,4.65
19-2031.00,Chemists,1.C.1.a,Achievement/Effort,3.75
19-2031.00,Chemists,1.C.1.b,Persistence,3.62
19-2031.00,Chemists,1.C.1.c,Initiative,3.85
19-2031.00,Chemists,1.C.2.b,Leadership,3.36
19-2031.00,Chemists,1.C.3.a,Cooperation,3.98
19-2031.00,Chemists,1.C.3.b,Concern for Others,3.04
19-2031.00,Chemists,1.C.3.c,Social Orientation,2.77
19-2031.00,Chemists,1.C.4.a,Self Control,3.18
19-2031.00,Chemists,1.C.4.b,Stress Tolerance,3.9
19-2031.00,Chemists,1.C.4.c,Adaptability/Flexibility,3.98
19-2031.00,Chemists,1.C.5.a,Dependability,4.36
19-2031.00,Chemists,1.C.5.b,Attention to Detail,4.44
19-2031.00,Chemists,1.C.5.c,Integrity,4.39
19-2031.00,Chemists,1.C.6,Independence,3.73
19-2031.00,Chemists,1.C.7.a,Innovation,3.54
19-2031.00,Chemists,1.C.7.b,Analytical Thinking,4.4
19-2032.00,Materials Scientists,1.C.1.a,Achievement/Effort,4.1
19-2032.00,Materials Scientists,1.C.1.b,Persistence,4.29
19-2032.00,Materials Scientists,1.C.1.c,Initiative,4.29
19-2032.00,Materials Scientists,1.C.2.b,Leadership,3.38
19-2032.00,Materials Scientists,1.C.3.a,Cooperation,3.95
19-2032.00,Materials Scientists,1.C.3.b,Concern for Others,2.9
19-2032.00,Materials Scientists,1.C.3.c,Social Orientation,2.57
19-2032.00,Materials Scientists,1.C.4.a,Self Control,3.52
19-2032.00,Materials Scientists,1.C.4.b,Stress Tolerance,3.48
19-2032.00,Materials Scientists,1.C.4.c,Adaptability/Flexibility,3.67
19-2032.00,Materials Scientists,1.C.5.a,Dependability,3.95
19-2032.00,Materials Scientists,1.C.5.b,Attention to Detail,4.48
19-2032.00,Materials Scientists,1.C.5.c,Integrity,4.57
19-2032.00,Materials Scientists,1.C.6,Independence,4.05
19-2032.00,Materials Scientists,1.C.7.a,Innovation,4.48
19-2032.00,Materials Scientists,1.C.7.b,Analytical Thinking,4.67
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.1.a,Achievement/Effort,3.85
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.1.b,Persistence,3.72
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.1.c,Initiative,4
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.2.b,Leadership,3.67
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.3.a,Cooperation,4
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.3.b,Concern for Others,3.49
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.3.c,Social Orientation,3.13
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.4.a,Self Control,3.63
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.4.b,Stress Tolerance,3.75
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.4.c,Adaptability/Flexibility,3.9
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.5.a,Dependability,4.44
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.5.b,Attention to Detail,4.53
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.5.c,Integrity,4.47
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.6,Independence,3.87
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.7.a,Innovation,3.36
19-2041.00,"Environmental Scientists and Specialists, Including Health",1.C.7.b,Analytical Thinking,4.36
19-2041.01,Climate Change Policy Analysts,1.C.1.a,Achievement/Effort,3.96
19-2041.01,Climate Change Policy Analysts,1.C.1.b,Persistence,4.3
19-2041.01,Climate Change Policy Analysts,1.C.1.c,Initiative,4.17
19-2041.01,Climate Change Policy Analysts,1.C.2.b,Leadership,3.7
19-2041.01,Climate Change Policy Analysts,1.C.3.a,Cooperation,4.09
19-2041.01,Climate Change Policy Analysts,1.C.3.b,Concern for Others,3.26
19-2041.01,Climate Change Policy Analysts,1.C.3.c,Social Orientation,3
19-2041.01,Climate Change Policy Analysts,1.C.4.a,Self Control,3.52
19-2041.01,Climate Change Policy Analysts,1.C.4.b,Stress Tolerance,3.65
19-2041.01,Climate Change Policy Analysts,1.C.4.c,Adaptability/Flexibility,3.74
19-2041.01,Climate Change Policy Analysts,1.C.5.a,Dependability,4
19-2041.01,Climate Change Policy Analysts,1.C.5.b,Attention to Detail,4.17
19-2041.01,Climate Change Policy Analysts,1.C.5.c,Integrity,4.43
19-2041.01,Climate Change Policy Analysts,1.C.6,Independence,3.59
19-2041.01,Climate Change Policy Analysts,1.C.7.a,Innovation,3.48
19-2041.01,Climate Change Policy Analysts,1.C.7.b,Analytical Thinking,4.74
19-2041.02,Environmental Restoration Planners,1.C.1.a,Achievement/Effort,3.82
19-2041.02,Environmental Restoration Planners,1.C.1.b,Persistence,3.91
19-2041.02,Environmental Restoration Planners,1.C.1.c,Initiative,4.18
19-2041.02,Environmental Restoration Planners,1.C.2.b,Leadership,3.5
19-2041.02,Environmental Restoration Planners,1.C.3.a,Cooperation,4.45
19-2041.02,Environmental Restoration Planners,1.C.3.b,Concern for Others,3.18
19-2041.02,Environmental Restoration Planners,1.C.3.c,Social Orientation,3.05
19-2041.02,Environmental Restoration Planners,1.C.4.a,Self Control,3.5
19-2041.02,Environmental Restoration Planners,1.C.4.b,Stress Tolerance,3.77
19-2041.02,Environmental Restoration Planners,1.C.4.c,Adaptability/Flexibility,4.05
19-2041.02,Environmental Restoration Planners,1.C.5.a,Dependability,4
19-2041.02,Environmental Restoration Planners,1.C.5.b,Attention to Detail,4.05
19-2041.02,Environmental Restoration Planners,1.C.5.c,Integrity,4.23
19-2041.02,Environmental Restoration Planners,1.C.6,Independence,3.77
19-2041.02,Environmental Restoration Planners,1.C.7.a,Innovation,3.45
19-2041.02,Environmental Restoration Planners,1.C.7.b,Analytical Thinking,3.95
19-2041.03,Industrial Ecologists,1.C.1.a,Achievement/Effort,3.87
19-2041.03,Industrial Ecologists,1.C.1.b,Persistence,3.91
19-2041.03,Industrial Ecologists,1.C.1.c,Initiative,3.91
19-2041.03,Industrial Ecologists,1.C.2.b,Leadership,3.3
19-2041.03,Industrial Ecologists,1.C.3.a,Cooperation,3.7
19-2041.03,Industrial Ecologists,1.C.3.b,Concern for Others,2.78
19-2041.03,Industrial Ecologists,1.C.3.c,Social Orientation,2.35
19-2041.03,Industrial Ecologists,1.C.4.a,Self Control,3.17
19-2041.03,Industrial Ecologists,1.C.4.b,Stress Tolerance,3.13
19-2041.03,Industrial Ecologists,1.C.4.c,Adaptability/Flexibility,3.52
19-2041.03,Industrial Ecologists,1.C.5.a,Dependability,3.87
19-2041.03,Industrial Ecologists,1.C.5.b,Attention to Detail,4.35
19-2041.03,Industrial Ecologists,1.C.5.c,Integrity,4.17
19-2041.03,Industrial Ecologists,1.C.6,Independence,3.74
19-2041.03,Industrial Ecologists,1.C.7.a,Innovation,3.87
19-2041.03,Industrial Ecologists,1.C.7.b,Analytical Thinking,4.74
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.1.a,Achievement/Effort,4
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.1.b,Persistence,4.29
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.1.c,Initiative,4.23
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.2.b,Leadership,3.45
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.3.a,Cooperation,4.19
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.3.b,Concern for Others,3.41
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.3.c,Social Orientation,2.5
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.4.a,Self Control,3.62
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.4.b,Stress Tolerance,3.72
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.4.c,Adaptability/Flexibility,4.13
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.5.a,Dependability,4.19
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.5.b,Attention to Detail,4.44
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.5.c,Integrity,4.56
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.6,Independence,4
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.7.a,Innovation,3.62
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.C.7.b,Analytical Thinking,4.59
19-2043.00,Hydrologists,1.C.1.a,Achievement/Effort,4.04
19-2043.00,Hydrologists,1.C.1.b,Persistence,3.91
19-2043.00,Hydrologists,1.C.1.c,Initiative,4.09
19-2043.00,Hydrologists,1.C.2.b,Leadership,3.43
19-2043.00,Hydrologists,1.C.3.a,Cooperation,3.96
19-2043.00,Hydrologists,1.C.3.b,Concern for Others,3.26
19-2043.00,Hydrologists,1.C.3.c,Social Orientation,2.52
19-2043.00,Hydrologists,1.C.4.a,Self Control,3.35
19-2043.00,Hydrologists,1.C.4.b,Stress Tolerance,3.48
19-2043.00,Hydrologists,1.C.4.c,Adaptability/Flexibility,3.61
19-2043.00,Hydrologists,1.C.5.a,Dependability,4.26
19-2043.00,Hydrologists,1.C.5.b,Attention to Detail,4.35
19-2043.00,Hydrologists,1.C.5.c,Integrity,4.57
19-2043.00,Hydrologists,1.C.6,Independence,3.57
19-2043.00,Hydrologists,1.C.7.a,Innovation,3.65
19-2043.00,Hydrologists,1.C.7.b,Analytical Thinking,4.52
19-2099.01,Remote Sensing Scientists and Technologists,1.C.1.a,Achievement/Effort,4.11
19-2099.01,Remote Sensing Scientists and Technologists,1.C.1.b,Persistence,3.89
19-2099.01,Remote Sensing Scientists and Technologists,1.C.1.c,Initiative,4.22
19-2099.01,Remote Sensing Scientists and Technologists,1.C.2.b,Leadership,3.44
19-2099.01,Remote Sensing Scientists and Technologists,1.C.3.a,Cooperation,3.81
19-2099.01,Remote Sensing Scientists and Technologists,1.C.3.b,Concern for Others,2.93
19-2099.01,Remote Sensing Scientists and Technologists,1.C.3.c,Social Orientation,2.74
19-2099.01,Remote Sensing Scientists and Technologists,1.C.4.a,Self Control,3.33
19-2099.01,Remote Sensing Scientists and Technologists,1.C.4.b,Stress Tolerance,3.07
19-2099.01,Remote Sensing Scientists and Technologists,1.C.4.c,Adaptability/Flexibility,3.85
19-2099.01,Remote Sensing Scientists and Technologists,1.C.5.a,Dependability,4.26
19-2099.01,Remote Sensing Scientists and Technologists,1.C.5.b,Attention to Detail,4.41
19-2099.01,Remote Sensing Scientists and Technologists,1.C.5.c,Integrity,4.3
19-2099.01,Remote Sensing Scientists and Technologists,1.C.6,Independence,3.85
19-2099.01,Remote Sensing Scientists and Technologists,1.C.7.a,Innovation,4.07
19-2099.01,Remote Sensing Scientists and Technologists,1.C.7.b,Analytical Thinking,4.67
19-3011.00,Economists,1.C.1.a,Achievement/Effort,4.52
19-3011.00,Economists,1.C.1.b,Persistence,4.52
19-3011.00,Economists,1.C.1.c,Initiative,4.43
19-3011.00,Economists,1.C.2.b,Leadership,3
19-3011.00,Economists,1.C.3.a,Cooperation,3.26
19-3011.00,Economists,1.C.3.b,Concern for Others,2.26
19-3011.00,Economists,1.C.3.c,Social Orientation,2.13
19-3011.00,Economists,1.C.4.a,Self Control,3.3
19-3011.00,Economists,1.C.4.b,Stress Tolerance,3.57
19-3011.00,Economists,1.C.4.c,Adaptability/Flexibility,3.22
19-3011.00,Economists,1.C.5.a,Dependability,3.7
19-3011.00,Economists,1.C.5.b,Attention to Detail,4.09
19-3011.00,Economists,1.C.5.c,Integrity,4.22
19-3011.00,Economists,1.C.6,Independence,4.13
19-3011.00,Economists,1.C.7.a,Innovation,3.91
19-3011.00,Economists,1.C.7.b,Analytical Thinking,4.65
19-3011.01,Environmental Economists,1.C.1.a,Achievement/Effort,4.44
19-3011.01,Environmental Economists,1.C.1.b,Persistence,4.11
19-3011.01,Environmental Economists,1.C.1.c,Initiative,4.04
19-3011.01,Environmental Economists,1.C.2.b,Leadership,2.62
19-3011.01,Environmental Economists,1.C.3.a,Cooperation,3.41
19-3011.01,Environmental Economists,1.C.3.b,Concern for Others,2.26
19-3011.01,Environmental Economists,1.C.3.c,Social Orientation,2.22
19-3011.01,Environmental Economists,1.C.4.a,Self Control,3.22
19-3011.01,Environmental Economists,1.C.4.b,Stress Tolerance,3.07
19-3011.01,Environmental Economists,1.C.4.c,Adaptability/Flexibility,3.22
19-3011.01,Environmental Economists,1.C.5.a,Dependability,3.42
19-3011.01,Environmental Economists,1.C.5.b,Attention to Detail,4.33
19-3011.01,Environmental Economists,1.C.5.c,Integrity,4.11
19-3011.01,Environmental Economists,1.C.6,Independence,4.15
19-3011.01,Environmental Economists,1.C.7.a,Innovation,4.07
19-3011.01,Environmental Economists,1.C.7.b,Analytical Thinking,4.89
19-3022.00,Survey Researchers,1.C.1.a,Achievement/Effort,4
19-3022.00,Survey Researchers,1.C.1.b,Persistence,4
19-3022.00,Survey Researchers,1.C.1.c,Initiative,4.04
19-3022.00,Survey Researchers,1.C.2.b,Leadership,3.67
19-3022.00,Survey Researchers,1.C.3.a,Cooperation,4.12
19-3022.00,Survey Researchers,1.C.3.b,Concern for Others,3.12
19-3022.00,Survey Researchers,1.C.3.c,Social Orientation,3.33
19-3022.00,Survey Researchers,1.C.4.a,Self Control,3.62
19-3022.00,Survey Researchers,1.C.4.b,Stress Tolerance,3.83
19-3022.00,Survey Researchers,1.C.4.c,Adaptability/Flexibility,3.83
19-3022.00,Survey Researchers,1.C.5.a,Dependability,4.42
19-3022.00,Survey Researchers,1.C.5.b,Attention to Detail,4.83
19-3022.00,Survey Researchers,1.C.5.c,Integrity,4.79
19-3022.00,Survey Researchers,1.C.6,Independence,3.62
19-3022.00,Survey Researchers,1.C.7.a,Innovation,3.42
19-3022.00,Survey Researchers,1.C.7.b,Analytical Thinking,4.58
19-3032.00,Industrial-Organizational Psychologists,1.C.1.a,Achievement/Effort,4.64
19-3032.00,Industrial-Organizational Psychologists,1.C.1.b,Persistence,4.48
19-3032.00,Industrial-Organizational Psychologists,1.C.1.c,Initiative,4.76
19-3032.00,Industrial-Organizational Psychologists,1.C.2.b,Leadership,4.59
19-3032.00,Industrial-Organizational Psychologists,1.C.3.a,Cooperation,4.37
19-3032.00,Industrial-Organizational Psychologists,1.C.3.b,Concern for Others,3.78
19-3032.00,Industrial-Organizational Psychologists,1.C.3.c,Social Orientation,3.63
19-3032.00,Industrial-Organizational Psychologists,1.C.4.a,Self Control,3.81
19-3032.00,Industrial-Organizational Psychologists,1.C.4.b,Stress Tolerance,4.17
19-3032.00,Industrial-Organizational Psychologists,1.C.4.c,Adaptability/Flexibility,4.38
19-3032.00,Industrial-Organizational Psychologists,1.C.5.a,Dependability,4.67
19-3032.00,Industrial-Organizational Psychologists,1.C.5.b,Attention to Detail,4.35
19-3032.00,Industrial-Organizational Psychologists,1.C.5.c,Integrity,4.74
19-3032.00,Industrial-Organizational Psychologists,1.C.6,Independence,4.25
19-3032.00,Industrial-Organizational Psychologists,1.C.7.a,Innovation,4.2
19-3032.00,Industrial-Organizational Psychologists,1.C.7.b,Analytical Thinking,4.77
19-3033.00,Clinical and Counseling Psychologists,1.C.1.a,Achievement/Effort,4.07
19-3033.00,Clinical and Counseling Psychologists,1.C.1.b,Persistence,4.32
19-3033.00,Clinical and Counseling Psychologists,1.C.1.c,Initiative,4.37
19-3033.00,Clinical and Counseling Psychologists,1.C.2.b,Leadership,3.47
19-3033.00,Clinical and Counseling Psychologists,1.C.3.a,Cooperation,4.37
19-3033.00,Clinical and Counseling Psychologists,1.C.3.b,Concern for Others,4.89
19-3033.00,Clinical and Counseling Psychologists,1.C.3.c,Social Orientation,4.55
19-3033.00,Clinical and Counseling Psychologists,1.C.4.a,Self Control,4.7
19-3033.00,Clinical and Counseling Psychologists,1.C.4.b,Stress Tolerance,4.63
19-3033.00,Clinical and Counseling Psychologists,1.C.4.c,Adaptability/Flexibility,4.26
19-3033.00,Clinical and Counseling Psychologists,1.C.5.a,Dependability,4.71
19-3033.00,Clinical and Counseling Psychologists,1.C.5.b,Attention to Detail,4.08
19-3033.00,Clinical and Counseling Psychologists,1.C.5.c,Integrity,4.82
19-3033.00,Clinical and Counseling Psychologists,1.C.6,Independence,4.17
19-3033.00,Clinical and Counseling Psychologists,1.C.7.a,Innovation,3.64
19-3033.00,Clinical and Counseling Psychologists,1.C.7.b,Analytical Thinking,4.39
19-3034.00,School Psychologists,1.C.1.a,Achievement/Effort,4.34
19-3034.00,School Psychologists,1.C.1.b,Persistence,4.72
19-3034.00,School Psychologists,1.C.1.c,Initiative,4.55
19-3034.00,School Psychologists,1.C.2.b,Leadership,4.17
19-3034.00,School Psychologists,1.C.3.a,Cooperation,4.72
19-3034.00,School Psychologists,1.C.3.b,Concern for Others,4.56
19-3034.00,School Psychologists,1.C.3.c,Social Orientation,4.6
19-3034.00,School Psychologists,1.C.4.a,Self Control,4.72
19-3034.00,School Psychologists,1.C.4.b,Stress Tolerance,4.56
19-3034.00,School Psychologists,1.C.4.c,Adaptability/Flexibility,4.56
19-3034.00,School Psychologists,1.C.5.a,Dependability,4.83
19-3034.00,School Psychologists,1.C.5.b,Attention to Detail,4.51
19-3034.00,School Psychologists,1.C.5.c,Integrity,4.84
19-3034.00,School Psychologists,1.C.6,Independence,4.33
19-3034.00,School Psychologists,1.C.7.a,Innovation,3.51
19-3034.00,School Psychologists,1.C.7.b,Analytical Thinking,4.34
19-3041.00,Sociologists,1.C.1.a,Achievement/Effort,4.73
19-3041.00,Sociologists,1.C.1.b,Persistence,4.73
19-3041.00,Sociologists,1.C.1.c,Initiative,4.55
19-3041.00,Sociologists,1.C.2.b,Leadership,3.5
19-3041.00,Sociologists,1.C.3.a,Cooperation,3.38
19-3041.00,Sociologists,1.C.3.b,Concern for Others,3.41
19-3041.00,Sociologists,1.C.3.c,Social Orientation,3.36
19-3041.00,Sociologists,1.C.4.a,Self Control,3.95
19-3041.00,Sociologists,1.C.4.b,Stress Tolerance,3.95
19-3041.00,Sociologists,1.C.4.c,Adaptability/Flexibility,3.91
19-3041.00,Sociologists,1.C.5.a,Dependability,4
19-3041.00,Sociologists,1.C.5.b,Attention to Detail,4.09
19-3041.00,Sociologists,1.C.5.c,Integrity,4.68
19-3041.00,Sociologists,1.C.6,Independence,4.5
19-3041.00,Sociologists,1.C.7.a,Innovation,4.09
19-3041.00,Sociologists,1.C.7.b,Analytical Thinking,4.95
19-3051.00,Urban and Regional Planners,1.C.1.a,Achievement/Effort,4.16
19-3051.00,Urban and Regional Planners,1.C.1.b,Persistence,4.08
19-3051.00,Urban and Regional Planners,1.C.1.c,Initiative,4.2
19-3051.00,Urban and Regional Planners,1.C.2.b,Leadership,4.12
19-3051.00,Urban and Regional Planners,1.C.3.a,Cooperation,4.56
19-3051.00,Urban and Regional Planners,1.C.3.b,Concern for Others,4.24
19-3051.00,Urban and Regional Planners,1.C.3.c,Social Orientation,3.76
19-3051.00,Urban and Regional Planners,1.C.4.a,Self Control,4.36
19-3051.00,Urban and Regional Planners,1.C.4.b,Stress Tolerance,4.24
19-3051.00,Urban and Regional Planners,1.C.4.c,Adaptability/Flexibility,4.16
19-3051.00,Urban and Regional Planners,1.C.5.a,Dependability,4.48
19-3051.00,Urban and Regional Planners,1.C.5.b,Attention to Detail,4.28
19-3051.00,Urban and Regional Planners,1.C.5.c,Integrity,4.84
19-3051.00,Urban and Regional Planners,1.C.6,Independence,3.4
19-3051.00,Urban and Regional Planners,1.C.7.a,Innovation,3.52
19-3051.00,Urban and Regional Planners,1.C.7.b,Analytical Thinking,4.4
19-3091.00,Anthropologists and Archeologists,1.C.1.a,Achievement/Effort,4.22
19-3091.00,Anthropologists and Archeologists,1.C.1.b,Persistence,4.42
19-3091.00,Anthropologists and Archeologists,1.C.1.c,Initiative,4.26
19-3091.00,Anthropologists and Archeologists,1.C.2.b,Leadership,3.49
19-3091.00,Anthropologists and Archeologists,1.C.3.a,Cooperation,4.14
19-3091.00,Anthropologists and Archeologists,1.C.3.b,Concern for Others,3.65
19-3091.00,Anthropologists and Archeologists,1.C.3.c,Social Orientation,3.57
19-3091.00,Anthropologists and Archeologists,1.C.4.a,Self Control,3.7
19-3091.00,Anthropologists and Archeologists,1.C.4.b,Stress Tolerance,3.75
19-3091.00,Anthropologists and Archeologists,1.C.4.c,Adaptability/Flexibility,4.27
19-3091.00,Anthropologists and Archeologists,1.C.5.a,Dependability,4.23
19-3091.00,Anthropologists and Archeologists,1.C.5.b,Attention to Detail,4.53
19-3091.00,Anthropologists and Archeologists,1.C.5.c,Integrity,4.55
19-3091.00,Anthropologists and Archeologists,1.C.6,Independence,3.97
19-3091.00,Anthropologists and Archeologists,1.C.7.a,Innovation,3.72
19-3091.00,Anthropologists and Archeologists,1.C.7.b,Analytical Thinking,4.61
19-3092.00,Geographers,1.C.1.a,Achievement/Effort,4.17
19-3092.00,Geographers,1.C.1.b,Persistence,4.13
19-3092.00,Geographers,1.C.1.c,Initiative,4.09
19-3092.00,Geographers,1.C.2.b,Leadership,3.43
19-3092.00,Geographers,1.C.3.a,Cooperation,3.87
19-3092.00,Geographers,1.C.3.b,Concern for Others,3.3
19-3092.00,Geographers,1.C.3.c,Social Orientation,3.13
19-3092.00,Geographers,1.C.4.a,Self Control,3.57
19-3092.00,Geographers,1.C.4.b,Stress Tolerance,3.35
19-3092.00,Geographers,1.C.4.c,Adaptability/Flexibility,4.04
19-3092.00,Geographers,1.C.5.a,Dependability,4.35
19-3092.00,Geographers,1.C.5.b,Attention to Detail,4.39
19-3092.00,Geographers,1.C.5.c,Integrity,4.17
19-3092.00,Geographers,1.C.6,Independence,4.04
19-3092.00,Geographers,1.C.7.a,Innovation,3.65
19-3092.00,Geographers,1.C.7.b,Analytical Thinking,4.48
19-3093.00,Historians,1.C.1.a,Achievement/Effort,3.26
19-3093.00,Historians,1.C.1.b,Persistence,3.39
19-3093.00,Historians,1.C.1.c,Initiative,3.92
19-3093.00,Historians,1.C.2.b,Leadership,3.54
19-3093.00,Historians,1.C.3.a,Cooperation,4.49
19-3093.00,Historians,1.C.3.b,Concern for Others,4.09
19-3093.00,Historians,1.C.3.c,Social Orientation,3.91
19-3093.00,Historians,1.C.4.a,Self Control,3.87
19-3093.00,Historians,1.C.4.b,Stress Tolerance,3.18
19-3093.00,Historians,1.C.4.c,Adaptability/Flexibility,3.93
19-3093.00,Historians,1.C.5.a,Dependability,4.08
19-3093.00,Historians,1.C.5.b,Attention to Detail,4.1
19-3093.00,Historians,1.C.5.c,Integrity,4.53
19-3093.00,Historians,1.C.6,Independence,3.8
19-3093.00,Historians,1.C.7.a,Innovation,3.49
19-3093.00,Historians,1.C.7.b,Analytical Thinking,3.53
19-3094.00,Political Scientists,1.C.1.a,Achievement/Effort,4.3
19-3094.00,Political Scientists,1.C.1.b,Persistence,4.17
19-3094.00,Political Scientists,1.C.1.c,Initiative,4.17
19-3094.00,Political Scientists,1.C.2.b,Leadership,2.97
19-3094.00,Political Scientists,1.C.3.a,Cooperation,3.13
19-3094.00,Political Scientists,1.C.3.b,Concern for Others,2.83
19-3094.00,Political Scientists,1.C.3.c,Social Orientation,2.67
19-3094.00,Political Scientists,1.C.4.a,Self Control,3.5
19-3094.00,Political Scientists,1.C.4.b,Stress Tolerance,3.43
19-3094.00,Political Scientists,1.C.4.c,Adaptability/Flexibility,3.2
19-3094.00,Political Scientists,1.C.5.a,Dependability,3.53
19-3094.00,Political Scientists,1.C.5.b,Attention to Detail,4.07
19-3094.00,Political Scientists,1.C.5.c,Integrity,4.2
19-3094.00,Political Scientists,1.C.6,Independence,4.33
19-3094.00,Political Scientists,1.C.7.a,Innovation,3.6
19-3094.00,Political Scientists,1.C.7.b,Analytical Thinking,4.87
19-3099.01,Transportation Planners,1.C.1.a,Achievement/Effort,4
19-3099.01,Transportation Planners,1.C.1.b,Persistence,3.92
19-3099.01,Transportation Planners,1.C.1.c,Initiative,4.21
