SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
11-9141.00,"Property, Real Estate, and Community Association Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",55
11-9141.00,"Property, Real Estate, and Community Association Managers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",10
11-9151.00,"Social and Community Service Managers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",7.24
11-9151.00,"Social and Community Service Managers",2.D.1,"Required Level of Education",4,"Some College Courses",2.19
11-9151.00,"Social and Community Service Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",8.15
11-9151.00,"Social and Community Service Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",50.36
11-9151.00,"Social and Community Service Managers",2.D.1,"Required Level of Education",8,"Master's Degree",23.93
11-9151.00,"Social and Community Service Managers",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",8.12
11-9161.00,"Emergency Management Directors",2.D.1,"Required Level of Education",4,"Some College Courses",8
11-9161.00,"Emergency Management Directors",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",16
11-9161.00,"Emergency Management Directors",2.D.1,"Required Level of Education",6,"Bachelor's Degree",52
11-9161.00,"Emergency Management Directors",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4
11-9161.00,"Emergency Management Directors",2.D.1,"Required Level of Education",8,"Master's Degree",20
11-9171.00,"Funeral Home Managers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",7.99
11-9171.00,"Funeral Home Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",57.28
11-9171.00,"Funeral Home Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",12.49
11-9171.00,"Funeral Home Managers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",9.49
11-9171.00,"Funeral Home Managers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",12.75
11-9179.01,"Fitness and Wellness Coordinators",2.D.1,"Required Level of Education",6,"Bachelor's Degree",70.83
11-9179.01,"Fitness and Wellness Coordinators",2.D.1,"Required Level of Education",8,"Master's Degree",29.17
11-9179.02,"Spa Managers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",6.23
11-9179.02,"Spa Managers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",33.66
11-9179.02,"Spa Managers",2.D.1,"Required Level of Education",4,"Some College Courses",13.83
11-9179.02,"Spa Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",25.29
11-9179.02,"Spa Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",20.55
11-9179.02,"Spa Managers",2.D.1,"Required Level of Education",8,"Master's Degree",0.44
11-9199.01,"Regulatory Affairs Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",3.57
11-9199.01,"Regulatory Affairs Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",75
11-9199.01,"Regulatory Affairs Managers",2.D.1,"Required Level of Education",8,"Master's Degree",14.29
11-9199.01,"Regulatory Affairs Managers",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",3.57
11-9199.01,"Regulatory Affairs Managers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",3.57
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",8.93
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",6.72
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",4,"Some College Courses",1.27
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",5.33
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",63.38
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",8,"Master's Degree",14.21
11-9199.02,"Compliance Managers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",0.17
11-9199.08,"Loss Prevention Managers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",13.64
11-9199.08,"Loss Prevention Managers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",9.09
11-9199.08,"Loss Prevention Managers",2.D.1,"Required Level of Education",4,"Some College Courses",9.09
11-9199.08,"Loss Prevention Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",9.09
11-9199.08,"Loss Prevention Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",54.55
11-9199.08,"Loss Prevention Managers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.55
11-9199.09,"Wind Energy Operations Managers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",14.92
11-9199.09,"Wind Energy Operations Managers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",7.07
11-9199.09,"Wind Energy Operations Managers",2.D.1,"Required Level of Education",4,"Some College Courses",3.55
11-9199.09,"Wind Energy Operations Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",39.7
11-9199.09,"Wind Energy Operations Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",34.76
11-9199.10,"Wind Energy Development Managers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",18.27
11-9199.10,"Wind Energy Development Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",66.85
11-9199.10,"Wind Energy Development Managers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",2.61
11-9199.10,"Wind Energy Development Managers",2.D.1,"Required Level of Education",8,"Master's Degree",12.28
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",77.27
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",9.09
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",2.D.1,"Required Level of Education",8,"Master's Degree",9.09
11-9199.11,"Brownfield Redevelopment Specialists and Site Managers",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",4.55
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",1.34
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",37.97
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.D.1,"Required Level of Education",4,"Some College Courses",2.56
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.D.1,"Required Level of Education",6,"Bachelor's Degree",41.33
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2.D.1,"Required Level of Education",8,"Master's Degree",16.8
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",7.6
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.D.1,"Required Level of Education",4,"Some College Courses",7.28
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",8.29
13-1021.00,"Buyers and Purchasing Agents, Farm Products",2.D.1,"Required Level of Education",6,"Bachelor's Degree",76.83
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",13.92
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",20.3
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",10.3
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",4,"Some College Courses",8.21
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",11.43
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",6,"Bachelor's Degree",34.65
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",1.19
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",8.7
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.35
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.D.1,"Required Level of Education",6,"Bachelor's Degree",78.26
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",8.7
13-1032.00,"Insurance Appraisers, Auto Damage",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",23.88
13-1032.00,"Insurance Appraisers, Auto Damage",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",28.84
13-1032.00,"Insurance Appraisers, Auto Damage",2.D.1,"Required Level of Education",4,"Some College Courses",30.6
13-1032.00,"Insurance Appraisers, Auto Damage",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",15.21
13-1032.00,"Insurance Appraisers, Auto Damage",2.D.1,"Required Level of Education",6,"Bachelor's Degree",1.47
13-1041.01,"Environmental Compliance Inspectors",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",10
13-1041.01,"Environmental Compliance Inspectors",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",15
13-1041.01,"Environmental Compliance Inspectors",2.D.1,"Required Level of Education",6,"Bachelor's Degree",75
13-1041.03,"Equal Opportunity Representatives and Officers",2.D.1,"Required Level of Education",4,"Some College Courses",14.07
13-1041.03,"Equal Opportunity Representatives and Officers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",65.76
13-1041.03,"Equal Opportunity Representatives and Officers",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.44
13-1041.03,"Equal Opportunity Representatives and Officers",2.D.1,"Required Level of Education",8,"Master's Degree",11.87
13-1041.03,"Equal Opportunity Representatives and Officers",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",1.09
13-1041.03,"Equal Opportunity Representatives and Officers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",2.77
13-1041.04,"Government Property Inspectors and Investigators",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",9.44
13-1041.04,"Government Property Inspectors and Investigators",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",16.22
13-1041.04,"Government Property Inspectors and Investigators",2.D.1,"Required Level of Education",4,"Some College Courses",10.32
13-1041.04,"Government Property Inspectors and Investigators",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",24.68
13-1041.04,"Government Property Inspectors and Investigators",2.D.1,"Required Level of Education",6,"Bachelor's Degree",39.34
13-1041.06,Coroners,2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",16.67
13-1041.06,Coroners,2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",16.67
13-1041.06,Coroners,2.D.1,"Required Level of Education",4,"Some College Courses",5.56
13-1041.06,Coroners,2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",16.67
13-1041.06,Coroners,2.D.1,"Required Level of Education",6,"Bachelor's Degree",22.22
13-1041.06,Coroners,2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",5.56
13-1041.06,Coroners,2.D.1,"Required Level of Education",11,"Doctoral Degree",5.56
13-1041.06,Coroners,2.D.1,"Required Level of Education",12,"Post-Doctoral Training",11.11
13-1041.07,"Regulatory Affairs Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",80
13-1041.07,"Regulatory Affairs Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",5
13-1041.07,"Regulatory Affairs Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",10
13-1041.07,"Regulatory Affairs Specialists",2.D.1,"Required Level of Education",12,"Post-Doctoral Training",5
13-1041.08,"Customs Brokers",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",5
13-1041.08,"Customs Brokers",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",45
13-1041.08,"Customs Brokers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",20
13-1041.08,"Customs Brokers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10
13-1041.08,"Customs Brokers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",20
13-1051.00,"Cost Estimators",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",4.55
13-1051.00,"Cost Estimators",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",9.09
13-1051.00,"Cost Estimators",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.55
13-1051.00,"Cost Estimators",2.D.1,"Required Level of Education",6,"Bachelor's Degree",63.64
13-1051.00,"Cost Estimators",2.D.1,"Required Level of Education",8,"Master's Degree",18.18
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",13.52
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",1.31
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",4.82
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",7.16
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",46.59
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",1.69
13-1071.00,"Human Resources Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",24.91
13-1074.00,"Farm Labor Contractors",2.D.1,"Required Level of Education",1,"Less than a High School Diploma",48
13-1074.00,"Farm Labor Contractors",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",42.83
13-1074.00,"Farm Labor Contractors",2.D.1,"Required Level of Education",4,"Some College Courses",8.9
13-1074.00,"Farm Labor Contractors",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",0.14
13-1074.00,"Farm Labor Contractors",2.D.1,"Required Level of Education",8,"Master's Degree",0.14
13-1075.00,"Labor Relations Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",20
13-1075.00,"Labor Relations Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10
13-1075.00,"Labor Relations Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",30
13-1075.00,"Labor Relations Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",10
13-1075.00,"Labor Relations Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",25
13-1075.00,"Labor Relations Specialists",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",5
13-1081.00,Logisticians,2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",8.33
13-1081.00,Logisticians,2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",8.33
13-1081.00,Logisticians,2.D.1,"Required Level of Education",4,"Some College Courses",8.33
13-1081.00,Logisticians,2.D.1,"Required Level of Education",6,"Bachelor's Degree",75
13-1081.01,"Logistics Engineers",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",5
13-1081.01,"Logistics Engineers",2.D.1,"Required Level of Education",4,"Some College Courses",5
13-1081.01,"Logistics Engineers",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",10
13-1081.01,"Logistics Engineers",2.D.1,"Required Level of Education",6,"Bachelor's Degree",75
13-1081.01,"Logistics Engineers",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",5
13-1081.02,"Logistics Analysts",2.D.1,"Required Level of Education",4,"Some College Courses",4.55
13-1081.02,"Logistics Analysts",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",22.73
13-1081.02,"Logistics Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",63.64
13-1081.02,"Logistics Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",4.55
13-1081.02,"Logistics Analysts",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",4.55
13-1111.00,"Management Analysts",2.D.1,"Required Level of Education",6,"Bachelor's Degree",38.46
13-1111.00,"Management Analysts",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",11.54
13-1111.00,"Management Analysts",2.D.1,"Required Level of Education",8,"Master's Degree",46.15
13-1111.00,"Management Analysts",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",3.85
13-1121.00,"Meeting, Convention, and Event Planners",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",7.85
13-1121.00,"Meeting, Convention, and Event Planners",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",6.64
13-1121.00,"Meeting, Convention, and Event Planners",2.D.1,"Required Level of Education",4,"Some College Courses",37.22
13-1121.00,"Meeting, Convention, and Event Planners",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",7.49
13-1121.00,"Meeting, Convention, and Event Planners",2.D.1,"Required Level of Education",6,"Bachelor's Degree",40.8
13-1131.00,Fundraisers,2.D.1,"Required Level of Education",6,"Bachelor's Degree",90.48
13-1131.00,Fundraisers,2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.76
13-1131.00,Fundraisers,2.D.1,"Required Level of Education",8,"Master's Degree",4.76
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",8.7
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.35
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",8.7
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",4.35
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",69.57
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",4.35
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",2.78
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",2.78
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",5.56
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",58.33
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",11.11
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",16.67
13-1151.00,"Training and Development Specialists",2.D.1,"Required Level of Education",9,"Post-Master's Certificate - awarded for completion of an organized program of study; designed for people who have completed a Master's degree but do not meet the requirements of academic degrees at the doctoral level.",2.78
13-1161.00,"Market Research Analysts and Marketing Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",56.52
13-1161.00,"Market Research Analysts and Marketing Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.35
13-1161.00,"Market Research Analysts and Marketing Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",39.13
13-1161.01,"Search Marketing Strategists",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",4.35
13-1161.01,"Search Marketing Strategists",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",8.7
13-1161.01,"Search Marketing Strategists",2.D.1,"Required Level of Education",4,"Some College Courses",17.39
13-1161.01,"Search Marketing Strategists",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",21.74
13-1161.01,"Search Marketing Strategists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",47.83
13-1199.04,"Business Continuity Planners",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",4.55
13-1199.04,"Business Continuity Planners",2.D.1,"Required Level of Education",4,"Some College Courses",9.09
13-1199.04,"Business Continuity Planners",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",9.09
13-1199.04,"Business Continuity Planners",2.D.1,"Required Level of Education",6,"Bachelor's Degree",68.18
13-1199.04,"Business Continuity Planners",2.D.1,"Required Level of Education",10,"First Professional Degree - awarded for completion of a program that: requires at least 2 years of college work before entrance into the program, includes a total of at least 6 academic years of work to complete, and provides all remaining academic requirements to begin practice in a profession.",9.09
13-1199.05,"Sustainability Specialists",2.D.1,"Required Level of Education",4,"Some College Courses",4.35
13-1199.05,"Sustainability Specialists",2.D.1,"Required Level of Education",6,"Bachelor's Degree",52.17
13-1199.05,"Sustainability Specialists",2.D.1,"Required Level of Education",7,"Post-Baccalaureate Certificate - awarded for completion of an organized program of study; designed for people who have completed a Baccalaureate degree but do not meet the requirements of academic degrees carrying the title of Master.",4.35
13-1199.05,"Sustainability Specialists",2.D.1,"Required Level of Education",8,"Master's Degree",39.13
13-1199.06,"Online Merchants",2.D.1,"Required Level of Education",2,"High School Diploma - or the equivalent (for example, GED)",32.67
13-1199.06,"Online Merchants",2.D.1,"Required Level of Education",3,"Post-Secondary Certificate - awarded for training completed after high school (for example, in agriculture or natural resources, computer services, personal or culinary services, engineering technologies, healthcare, construction trades, mechanic and repair technologies, or precision production)",12.12
13-1199.06,"Online Merchants",2.D.1,"Required Level of Education",4,"Some College Courses",8.71
13-1199.06,"Online Merchants",2.D.1,"Required Level of Education",5,"Associate's Degree (or other 2-year degree)",5.22
